Date,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19,Subject_20,Subject_21,Subject_22,Subject_23,Subject_24,Subject_25,Subject_26,Subject_27,Subject_28,Subject_29,Subject_30,Subject_31,Subject_32,Subject_33,Subject_34,Subject_35,Subject_36,Subject_37,Subject_38,Subject_39,Subject_40,Subject_41,Subject_42,Subject_43,Subject_44,Subject_45,Subject_46,Subject_47,Subject_48,Subject_49,Subject_50,Subject_51,Subject_52,Subject_53,Subject_54,Subject_55,Subject_56,Subject_57,Subject_58,Subject_59,Subject_60,Subject_61,Subject_62,Subject_63,Subject_64,Subject_65,Subject_66,Subject_67,Subject_68,Subject_69,Subject_70,Subject_71,Subject_72,Subject_73,Subject_74,Subject_75,Subject_76,Subject_77,Subject_78,Subject_79,Subject_80,Subject_81,Subject_82,Subject_83,Subject_84,Subject_85,Subject_86,Subject_87,Subject_88,Subject_89,Subject_90,Subject_91,Subject_92,Subject_93,Subject_94,Subject_95,Subject_96,Subject_97,Subject_98,Subject_99
1823.0000,17.9983,14.6611,9.3172,15.6200,19.8392,12.8145,14.1332,14.8090,18.6575,12.8470,13.2624,11.2698,13.0862,14.2463,11.6306,17.9376,17.9426,17.6429,20.1262,17.0071,21.1558,16.6201,15.7548,12.3559,19.4705,13.0919,16.6885,13.0338,12.9082,19.6737,14.0341,19.5698,14.2655,17.3431,11.0997,10.8895,19.6410,16.7354,13.0010,12.7776,14.2867,18.8520,23.9196,16.8485,13.8335,16.3681,20.1772,14.4988,14.5682,16.4732,16.9462,22.9863,12.7420,15.1097,18.2664,17.9108,21.7421,11.6637,12.2273,17.7093,15.7498,11.9397,19.7080,14.7431,16.2901,14.4216,11.1698,17.1828,22.0796,14.4648,16.0926,17.5870,12.1754,15.3959,18.6260,11.1525,13.9656,19.2505,11.5495,10.9849,13.4581,16.3029,18.1632,13.6394,24.7558,13.2079,10.6871,15.4410,18.5731,14.0782,15.6210,14.3274,10.8514,15.3694,10.8904,15.3756,15.4716,19.0261,10.6533,14.7662
1824.0000,11.9402,18.7048,13.7348,14.3880,16.4785,17.0618,21.3787,15.9945,22.0366,18.6107,18.8422,16.5511,13.8601,21.7744,15.8179,23.0795,16.6700,14.7222,10.6215,9.2636,12.0210,11.5632,18.5656,12.7563,19.2584,5.7109,16.8592,14.6706,11.2795,14.4534,16.4988,13.2475,13.8408,19.9037,16.7657,15.6586,13.5206,14.6284,18.6738,16.0543,16.3549,16.0964,12.7009,19.5061,12.9579,15.7001,19.1701,12.1335,19.4453,16.7266,17.8983,12.1258,13.6494,22.7283,18.5024,11.7599,17.4105,14.9027,18.8326,15.4845,13.2873,12.7592,12.9595,15.0206,17.3566,16.5411,10.6851,18.6410,20.1589,12.2722,14.3428,17.1979,12.6057,19.6539,17.0373,13.7800,16.6725,15.8527,11.3521,8.7024,17.4969,24.0206,18.2051,20.8604,17.2897,16.1969,19.0017,13.2841,17.0168,15.7305,15.0921,12.1570,17.5337,6.6230,17.0496,14.1450,18.3645,13.9975,13.4435,15.2336
1825.0000,15.1116,18.9817,15.1803,16.3745,20.4465,17.3255,24.3160,16.5460,22.5952,16.3986,17.8609,16.3387,13.2821,18.8110,14.3589,14.2287,14.2722,20.5847,19.4929,11.8866,16.5150,14.6263,17.2291,13.9861,10.3004,15.7563,16.6731,20.1472,10.8788,23.4211,20.0369,15.5393,12.2301,20.2962,17.8677,18.8366,12.2935,15.0099,18.7198,14.5935,21.5679,5.4439,18.3952,16.0899,22.9543,21.7762,20.0690,21.0876,11.8566,16.7330,18.9206,18.3962,20.8499,13.2942,19.0323,20.0990,24.7992,22.4592,11.2647,18.6861,14.4759,16.1261,19.5571,13.5431,17.5437,18.9953,20.0785,18.7508,14.6999,17.5628,15.8746,24.6306,15.1520,13.6501,17.4849,19.9838,15.2461,20.8992,14.0670,19.0780,12.8090,14.3268,17.1558,12.8385,21.9773,20.2421,15.0459,18.0728,24.3091,16.9196,14.8436,14.5348,19.1572,14.7807,18.6279,13.0053,21.0196,18.8933,20.5245,18.6862
1826.0000,17.7907,17.6516,17.0300,14.7051,15.8991,24.1606,14.0579,15.8743,17.1165,15.1003,14.4448,15.9838,16.2286,13.9755,13.5610,14.9099,15.9398,22.5942,23.0404,14.0239,16.8934,20.3838,13.1814,10.9869,21.0196,13.1181,19.9866,20.3579,19.1746,19.8979,14.4815,23.4859,20.8570,19.2531,14.0520,23.8839,13.6296,18.1132,19.4910,12.8732,18.1498,14.9862,11.5332,15.4651,14.1475,14.5004,15.9273,19.3338,17.1570,14.9944,15.3426,16.8574,12.2901,15.4736,12.5842,13.5620,20.7127,17.8461,20.6021,17.7045,15.3230,17.6458,11.4975,18.4977,23.7730,15.9032,21.2606,18.2432,17.5753,19.5663,21.3688,10.3067,18.3877,13.6090,17.8868,15.0329,15.7299,15.5176,17.3289,16.9148,14.8101,13.8836,22.6026,8.7543,17.9089,10.7010,12.4752,13.5002,12.5156,13.5616,10.8849,19.3150,16.6649,18.8276,18.7678,11.4805,16.6356,16.0718,13.4305,22.1924
1827.0000,18.4917,18.9631,14.1629,14.8090,17.5382,16.6968,17.1538,16.5348,22.6895,18.5798,16.8808,17.4319,19.0593,18.2579,15.7453,14.5924,14.3637,18.1680,20.0929,17.3196,21.2975,16.5162,17.6340,18.3376,13.3765,19.0760,23.8371,21.5291,16.0305,23.3891,13.5039,16.4068,16.8735,17.8794,14.5998,24.0714,26.5569,19.0471,22.5767,7.2216,21.2094,15.4819,23.5621,16.0063,12.6506,15.0095,14.9305,17.4393,12.4363,24.4408,21.4125,18.6999,17.4751,22.8642,20.7956,16.2871,17.4813,18.5068,23.9438,15.6543,19.8138,22.5658,13.4095,14.4146,19.4885,20.2151,18.5823,19.1990,19.6620,18.8941,14.0937,19.9527,22.2874,21.5535,18.8471,13.7390,19.3949,21.1974,16.5816,16.3770,26.9149,14.1669,21.0291,18.7155,21.0629,15.7510,13.6157,18.9682,8.1436,14.1144,11.1385,13.9662,17.2007,19.2602,17.4078,17.5406,16.3600,16.8287,20.0559,15.6420
1828.0000,22.5342,16.1958,19.8701,13.3743,14.9391,17.9027,20.2799,25.0511,19.6786,20.6518,23.0425,15.7614,17.8105,18.7091,20.6043,22.3384,16.4767,19.2313,23.1638,17.3937,17.5983,19.4799,8.3890,13.7856,25.2036,17.7592,15.0266,12.5898,18.0978,19.5991,22.6012,13.9309,15.1421,15.9189,14.8181,19.9991,15.6539,15.8862,17.1098,18.0082,22.8072,15.5423,16.2795,20.2591,16.5113,22.1014,21.5437,19.9483,16.3822,13.5510,17.8540,8.7723,16.0837,19.9058,14.0262,19.8141,8.8969,17.9568,20.9653,14.8854,12.6639,24.0742,21.4170,14.2694,25.3827,21.9428,18.0749,20.4956,16.6378,21.9640,19.5397,22.3687,13.8219,16.7705,17.5034,19.9073,25.8674,18.0686,17.1042,18.6986,21.9884,17.8385,17.5259,21.1665,11.5223,14.0030,17.6685,22.8983,21.3267,21.8818,21.4801,19.2123,18.6216,24.7733,10.8023,18.9396,20.4776,18.1416,20.2842,20.3430
1829.0000,16.4592,23.5721,15.1012,17.2582,13.9164,12.7080,14.2001,21.8926,12.4617,22.1695,17.5733,12.7119,15.1694,13.9055,16.1384,13.2314,19.0041,11.4249,13.1823,17.8628,25.1523,15.4810,16.0570,17.9806,14.8836,19.5246,21.7359,19.2097,17.0446,18.4027,21.7055,13.0390,25.1960,16.5415,14.6665,22.4206,17.4748,11.6726,23.6095,14.1103,18.9310,21.8999,15.6981,19.3903,12.8216,21.1668,13.7227,18.4056,18.8238,17.0198,20.9940,18.2365,19.7622,15.2193,22.0931,11.9753,16.8228,16.9882,14.7669,19.3496,14.1096,19.8399,19.3964,17.7731,29.1843,20.0145,22.1186,16.4528,13.5853,11.6105,18.6864,12.6530,17.4850,19.3373,22.4280,21.4050,17.2094,19.7978,14.0752,17.9655,19.3360,15.9361,16.6826,18.6916,17.1649,17.3316,16.0462,10.5240,20.4340,8.8284,12.1621,17.3467,20.5470,21.2136,25.6891,14.5649,23.4016,20.8465,19.2391,23.4291
1830.0000,24.3083,20.4023,24.3773,25.2052,24.6609,25.6256,30.3997,26.7338,20.9623,20.5476,26.2654,23.9482,17.8337,25.3148,25.0910,25.4126,23.8769,23.9865,28.8727,27.8230,26.1098,25.4648,24.9607,24.3669,29.7755,34.2189,27.7408,24.5365,22.2890,26.6503,29.3084,24.3548,24.1404,22.7747,14.9868,22.7378,28.2797,14.5488,26.8403,25.9223,18.0137,22.9071,26.7292,17.0870,23.5457,22.3117,34.5647,18.5057,24.0600,26.2002,17.6953,27.1874,14.2817,20.4920,18.5455,19.8947,27.7365,26.0205,22.0508,19.3094,21.4976,24.0519,21.8551,19.3118,24.9884,23.2596,23.8710,25.5394,28.5405,23.4263,25.9286,21.2937,23.9347,26.5246,19.8258,22.9775,22.9063,19.0729,22.3907,32.6442,19.5151,23.5493,23.9052,22.9493,23.1223,27.7556,29.0898,32.0504,19.1691,28.4662,24.0238,30.6964,20.5913,29.6343,15.3195,22.3913,23.5182,27.1302,18.7387,21.5857
1831.0000,24.0588,21.4939,27.4654,31.9126,18.7985,24.7561,15.9223,21.4641,25.7172,30.4249,16.1431,21.6001,21.2622,27.6038,21.5922,17.3737,28.0167,19.2079,22.7514,21.7517,27.1800,17.5259,24.4890,29.5493,21.8626,29.0025,31.7732,23.6438,21.6184,25.8404,27.5755,10.2183,28.1287,22.4287,23.7913,18.7085,21.0835,15.9710,20.2348,18.9004,23.1935,21.7117,20.9343,32.8166,26.2907,16.6066,27.3663,26.7377,15.7141,27.9552,30.0392,26.0101,20.9897,18.2798,25.1740,28.9539,25.9944,21.1512,27.0481,30.1483,25.7573,17.5154,24.8203,25.6188,21.9004,24.4575,25.9922,23.4118,22.8259,23.8342,16.2879,30.5503,26.7053,24.5806,28.7636,24.0497,16.6548,12.2188,20.6782,9.7237,31.3811,33.0722,27.0017,10.1307,23.6108,15.0365,19.9922,25.1515,20.5636,24.0946,20.2620,28.3807,23.6201,16.5283,15.5737,21.7134,23.5447,23.6180,27.6148,24.5639
1832.0000,17.4725,30.8748,24.6393,22.9628,22.0633,28.4112,26.6375,20.0990,20.1507,24.1426,22.8255,23.9252,20.1849,26.0958,18.9956,21.9616,25.6417,26.9321,22.3243,27.4761,19.2951,27.8569,23.6184,23.0833,21.7859,21.3411,21.0366,23.6554,23.6074,32.0140,16.4970,20.3384,34.3498,19.1840,25.7372,20.8158,24.8640,19.9402,22.3653,14.8409,18.3597,23.4527,22.5007,28.8866,18.0125,25.2208,21.1229,23.8495,26.5073,20.7158,19.6327,19.9266,21.5848,20.8116,19.9979,19.6038,21.8717,15.9700,22.2024,23.7708,22.7500,15.7916,14.2652,23.4487,20.3217,26.9506,21.0400,21.3196,21.2342,26.3398,19.0275,26.0348,21.4426,23.3954,25.3923,21.4529,25.1935,23.8177,14.1400,26.5353,23.1856,24.9507,23.9160,21.2763,19.2160,16.9372,22.5508,16.0956,25.8030,19.1968,20.6478,29.1592,21.4817,19.9340,23.3846,27.1120,26.2567,20.9243,23.5231,27.1768
1833.0000,26.3002,25.8729,18.6567,17.1330,23.6802,30.5342,17.3315,29.3298,22.7791,22.7433,29.3177,21.2366,23.8621,14.9046,17.4846,15.7920,28.3679,22.3318,32.4107,20.2460,21.3477,30.8195,28.3430,26.6123,28.2344,29.1073,25.6010,21.4674,23.1266,23.9750,23.8463,28.1744,20.4783,21.9049,22.8295,21.6426,33.7499,22.3962,27.8199,24.6380,37.7107,26.3621,18.8415,20.2084,23.1149,27.5533,19.6548,21.6222,22.1071,31.9480,27.0334,27.4377,13.1226,22.3912,28.3711,20.9416,18.8993,27.4536,26.9445,26.9720,27.1229,30.8169,17.4326,23.7363,20.6685,29.3168,24.5679,18.7570,30.3273,25.4579,29.1904,19.0005,26.0311,26.0013,19.2433,21.0856,15.2660,22.9756,18.8970,24.8404,24.1773,23.5073,27.0053,25.9456,27.4019,22.2838,24.6351,23.5192,18.6913,32.4324,19.8051,17.9552,22.9771,15.3344,22.6275,19.9097,32.5489,23.9751,19.8742,22.9957
1834.0000,21.0031,23.0691,26.7189,30.7358,23.1520,17.8203,24.1833,24.1594,25.3298,21.1368,29.1855,26.3034,33.0610,24.9342,21.6964,26.2254,18.2896,26.7404,22.8323,18.4204,32.7744,23.8290,18.5566,23.3572,35.4152,20.5809,26.5878,25.5079,29.4248,29.5131,20.6830,22.8734,27.6362,19.0250,20.6448,30.9109,30.9211,22.8394,23.8309,20.1552,29.4340,22.0398,22.4492,22.0691,25.7978,21.3888,19.0553,18.8137,24.1252,17.2163,14.8919,21.5970,22.6268,22.5019,20.5084,22.4923,31.3536,22.8565,27.6577,24.4187,25.3915,25.6981,17.5652,22.7592,26.1882,26.3434,19.5542,33.8560,32.2105,23.8177,16.0960,21.7841,28.6625,23.1688,20.4073,30.2187,28.2534,24.9032,19.4050,27.7805,22.9626,19.4825,27.2419,27.1957,31.0046,28.9986,26.7344,29.2571,21.2842,31.1717,27.3126,24.4313,20.1024,16.8824,18.4051,21.3335,25.0599,27.4174,23.1283,28.0958
1835.0000,20.3412,25.9549,23.2525,31.3434,23.5311,26.8653,33.6513,34.4475,24.1102,26.8841,28.9940,31.4250,31.7751,24.0248,31.2502,29.9046,30.7273,24.4502,20.6079,11.9976,26.1595,22.2331,29.8046,21.2051,27.2579,28.0244,30.7076,25.2739,28.5620,30.4022,21.6763,34.1908,22.9769,19.7679,28.2795,17.9786,23.7300,27.1035,20.5916,33.6918,25.2825,30.2740,22.4713,29.5291,20.0787,30.3481,23.9792,27.3943,22.1599,34.4641,13.1386,25.7419,25.9350,18.3426,26.5013,27.6717,24.5019,22.8558,26.7842,23.9198,25.9488,25.5071,28.3757,28.8343,25.2983,28.8342,16.8084,24.3515,23.6402,25.1545,23.4247,25.6839,22.2123,17.6413,23.7598,33.3540,24.3487,21.9747,19.4144,25.7243,30.4784,20.3313,28.1084,27.3175,14.5946,23.4303,21.9518,23.7980,29.2507,27.6763,27.2957,24.9087,27.9193,28.1534,23.9454,20.5752,23.7170,27.2747,18.0251,24.3544
1836.0000,25.2842,24.6612,34.8787,28.3761,26.7130,26.4512,23.1118,34.7519,38.5280,40.0486,16.9100,27.1461,30.5535,29.4930,19.5147,31.5664,33.4296,27.7109,31.0377,30.4605,33.9735,40.8286,42.3908,31.8813,26.0771,35.5139,30.0472,27.5395,29.0155,30.0084,30.1291,30.2911,25.7513,29.3349,19.8570,18.7875,32.2190,34.3113,27.9841,32.4532,35.2747,40.9571,26.8131,31.3049,27.4375,29.6155,30.7259,36.0107,25.5072,23.5422,32.4330,27.2323,40.9984,31.0432,31.5392,25.8617,21.2607,28.8161,30.9492,30.8704,32.9499,23.7745,33.8359,30.8398,35.8757,32.3638,27.8860,22.2031,31.4322,40.6015,30.1289,23.6096,34.6996,26.3253,23.5620,36.1949,32.7070,25.7769,27.0667,26.5370,35.2967,34.1624,27.8382,32.1615,26.6872,37.3081,36.6045,33.2401,45.2720,30.2061,37.5586,35.8626,26.8746,25.9098,36.7721,24.3631,30.7614,18.8630,21.3668,31.0982
1837.0000,23.1461,21.6862,28.5490,23.0864,23.1491,27.3614,22.4050,23.5569,32.5371,30.7008,22.9331,29.1850,22.5505,36.6445,19.4830,33.2036,31.0234,29.4302,28.4547,35.4757,31.5006,27.9437,26.9497,24.8463,35.0023,23.4640,21.8500,29.8820,18.2724,30.1990,35.3095,35.0503,31.8840,30.4761,33.6322,28.4899,28.3712,26.3057,35.1922,15.1941,30.7416,33.2588,34.0361,30.1668,31.3485,27.2819,40.0209,36.8634,21.0451,31.1048,35.3826,33.4436,29.4605,27.4897,21.7554,33.5927,30.7037,35.0073,30.7784,23.2897,24.6478,29.9563,21.8913,30.4652,37.5600,39.1724,39.4845,21.7807,29.5270,33.6759,18.6683,30.5528,33.5725,24.5383,25.1569,25.3940,21.1074,28.1877,32.5764,36.7048,11.3453,17.2963,26.2757,25.6487,25.4948,21.7227,26.9900,38.0943,25.6250,31.0941,30.4477,37.1562,27.0040,28.1411,33.9153,32.7757,33.1436,41.9961,33.1824,34.8530
1838.0000,18.3645,29.3113,33.3779,31.8280,34.3924,35.8658,36.4243,24.7797,37.1705,29.3856,25.7471,29.6149,28.7949,29.0161,40.9793,35.8105,26.8084,32.0841,34.0443,25.6230,38.3218,27.1441,16.0824,38.7986,29.8897,28.6989,36.8788,25.5696,28.7059,27.7398,30.7847,39.2768,29.8560,17.1909,18.3269,33.9347,36.4828,25.0437,30.1629,40.7273,28.0120,20.5828,27.2537,44.8588,25.8159,29.4419,33.0178,36.2213,30.8009,29.6095,36.5743,23.2342,23.7378,24.8573,28.5280,25.6891,28.2523,28.5383,30.2661,33.0623,26.3959,31.6340,22.2344,40.4112,13.0124,18.6709,31.9916,27.7599,26.4813,32.1994,25.9059,31.1456,34.8595,29.1837,28.7769,32.5904,27.2091,29.0301,21.9372,33.7629,23.7224,37.1104,17.1023,27.7043,35.9896,18.4672,29.2748,30.1564,29.8217,18.8131,21.5451,45.4947,41.3278,30.6206,28.8396,38.2841,30.0622,26.8344,27.4748,36.6128
1839.0000,20.8491,39.8238,27.7019,30.8435,26.0495,21.4304,28.3227,38.3089,31.3580,33.8145,31.9844,27.5137,24.7499,39.4273,35.6972,25.6017,33.2948,33.3716,31.9677,31.0226,34.8942,32.9181,27.9986,33.8566,33.8850,27.2599,45.3665,29.9693,24.2013,36.4683,31.9408,31.2947,28.7199,32.3564,27.8333,22.8601,27.1741,23.4847,35.0048,35.5423,30.1416,25.2476,40.3642,27.9267,15.8371,25.9546,31.3776,34.2495,34.8183,29.3658,37.4136,28.3866,26.2856,34.0045,29.7100,36.6842,37.9579,38.8533,34.9643,29.7949,31.6593,25.5775,33.2300,34.2505,33.9497,28.4817,32.6065,37.2462,33.8688,31.9125,29.0791,28.9849,27.5826,44.7418,32.9192,32.6725,32.5571,36.1494,25.9306,34.3236,30.9257,34.9523,31.3963,33.6554,36.1300,31.0694,23.1314,22.0263,23.4172,29.6140,19.4236,28.7624,31.0974,33.7506,29.1032,15.1674,24.1293,26.2570,32.8681,27.3448
1840.0000,21.0014,26.1058,23.4910,33.8076,21.8888,35.8507,23.2318,36.2060,38.3098,31.4753,19.9373,31.6290,26.9782,28.4054,31.6756,32.9263,27.4233,41.4783,28.6883,50.3800,38.0799,38.1201,30.8173,42.7814,33.4526,36.9246,30.4104,24.9197,39.3321,39.9909,29.2929,36.7756,23.4283,39.7629,36.1497,38.0697,50.4495,28.9591,33.0025,27.0644,33.0076,38.3763,45.9004,35.0294,22.2853,32.5853,39.2688,22.5296,20.4981,28.0500,38.0963,42.6534,31.3292,38.0788,27.8693,44.6091,30.3409,29.9966,32.6474,35.1956,27.7128,32.6859,27.8920,30.2373,26.7357,32.1432,39.7005,35.1468,45.0707,42.4307,24.2701,39.0950,23.9931,41.5435,43.9165,36.7752,37.2372,27.7729,39.0199,37.7610,34.7158,36.8451,40.4555,35.0844,35.4330,27.8457,40.4995,26.0594,34.6551,40.8092,29.5492,27.3225,22.5566,25.7730,41.7232,24.8389,31.6508,30.1560,26.9961,42.1282
1841.0000,28.2134,44.3064,43.1400,36.9418,31.5062,37.3648,34.0797,41.4968,37.3844,28.2585,31.9139,36.1886,32.2797,42.4792,28.5217,32.8092,22.8626,42.3779,28.6501,30.4240,37.5808,28.8256,23.3331,19.9328,41.1951,41.9990,25.4319,29.7686,24.3351,36.6649,43.0017,37.1219,23.2317,35.6132,28.6833,34.6374,34.5897,22.8019,49.6914,25.0131,40.5455,33.0978,36.1934,36.0483,39.6260,50.0155,42.4524,19.8903,37.5018,41.5440,41.9485,37.3996,40.9016,33.6814,41.6803,40.1999,31.0433,26.6413,36.8902,29.6048,35.3086,37.0827,39.2352,36.8553,41.4951,33.5326,39.0202,53.2321,33.4306,31.3639,42.0209,32.2102,29.1525,30.7934,31.1255,34.3828,38.3567,35.6198,26.5115,35.2939,35.8789,39.2146,35.2491,22.6849,32.9766,37.2726,36.5658,26.8020,30.7377,45.5263,30.1646,32.9801,27.8765,35.6136,35.5582,41.8593,33.9915,33.2290,32.7518,41.5600
1842.0000,40.5618,27.6188,23.5519,41.1961,34.4426,36.9013,41.0863,49.8138,45.2419,34.5491,25.2804,27.2560,38.5934,37.7194,42.5323,35.4745,38.1710,31.7263,31.5720,33.0082,47.6040,39.8747,41.1219,18.2873,38.3196,33.7891,45.3458,46.6588,44.7134,36.5041,30.3254,37.8367,51.4848,34.4630,35.7240,44.5818,36.9913,25.5403,47.0574,35.9313,31.6566,27.4684,43.8977,50.6161,43.2199,34.1824,41.3977,34.3895,34.2570,39.2541,34.7761,45.9167,30.7756,40.4714,28.5413,24.8893,45.6994,32.0348,35.5285,36.9270,38.9659,40.5354,33.6064,38.9654,43.6841,26.2532,39.6816,39.7417,36.6640,33.1026,46.7038,40.2032,36.6910,35.3857,39.1624,26.2690,23.8682,28.5827,35.0064,29.8701,37.0259,27.4737,47.0367,39.0539,36.8562,14.2142,44.5520,45.4904,54.3891,31.3993,30.0844,31.7218,45.2758,29.0872,33.2733,28.1851,52.1796,36.7780,31.0721,35.6586
1843.0000,34.5796,23.5544,42.0383,37.0232,31.6269,26.4508,32.5668,32.9004,39.5744,55.7564,42.5064,31.7374,25.5356,31.4023,33.2858,30.1254,43.3183,50.3626,26.7701,46.4123,36.9815,41.1127,21.7030,35.4324,33.9711,34.9383,33.0573,27.8924,38.2854,30.9925,36.0240,45.9742,50.5582,38.5958,40.3547,44.2872,29.1187,35.8192,38.8724,41.1030,47.3939,49.9096,34.9092,33.6607,18.6019,37.1403,34.5192,36.8302,26.6497,35.7600,47.6014,45.3246,35.6287,37.8462,24.0918,44.7772,25.8530,29.2201,28.5613,42.0492,33.6179,38.7430,50.2098,40.8781,27.3933,37.3709,31.8875,32.9974,26.9824,40.4311,33.8440,36.6966,29.5733,47.9302,27.1816,30.9424,22.7119,43.6088,44.2656,33.6361,38.2009,40.9768,31.6818,44.8738,42.0175,33.8791,26.3790,38.5156,42.3257,32.5554,42.8166,38.4473,36.8985,36.7165,36.9963,36.9662,49.1891,40.1583,39.0338,49.6423
1844.0000,34.5929,37.7092,46.6665,43.1662,24.5251,41.0461,37.0652,45.8032,45.3954,42.0852,25.2004,32.1509,42.8687,37.0654,49.8512,48.3674,36.5958,40.1627,40.3539,36.9977,34.1882,55.9365,31.3123,41.6509,33.8948,29.4702,46.6110,35.8043,60.5208,38.6892,53.8359,36.0706,36.7303,39.7491,51.0080,31.4184,33.6873,37.2007,33.1308,40.0115,36.4296,31.4277,37.3525,30.5653,46.5288,36.9668,38.6667,36.3392,51.7565,39.2950,34.9810,28.2746,48.8565,22.4477,43.4517,41.4678,32.7834,38.8568,45.1174,40.9319,46.9623,27.9025,33.6665,33.9901,34.2189,38.0160,54.9005,51.5687,42.5472,36.2232,36.7154,51.1025,48.4056,33.2897,43.9022,35.8359,31.8768,34.0032,43.9475,39.9397,30.2080,46.2130,37.4688,33.0981,39.1334,44.2128,30.9911,28.9312,38.1710,38.1266,49.5863,36.3646,45.7615,36.1002,42.1522,36.4113,35.5583,47.6644,35.0548,40.4974
1845.0000,48.6502,43.6637,36.2730,45.9085,35.1240,42.1106,52.6030,41.3954,20.8853,36.0079,42.4317,40.4209,38.0239,62.0616,52.2362,41.7714,35.4938,47.6385,27.8373,38.2772,37.4635,45.4052,49.7838,42.5699,56.9780,50.2435,36.2364,34.7403,49.1762,34.8137,39.0848,45.6005,41.3755,28.0884,46.4793,41.3323,31.7565,42.7988,36.0581,53.6193,22.6189,32.1628,45.4323,41.8027,47.2045,36.8545,42.0906,49.2464,53.9132,46.9819,42.4719,54.1204,40.6919,41.6781,43.4423,43.2323,41.2249,41.5103,48.7826,41.4456,48.5426,45.2045,52.9186,30.6502,40.6376,60.0287,48.4032,48.7200,34.1944,31.7442,28.1222,30.7707,33.4598,37.9072,34.7330,28.0573,61.1252,43.6918,56.0064,17.9020,42.5123,48.3507,52.6316,53.8352,41.6542,34.7042,50.6071,49.8395,47.7389,53.5132,43.0228,35.2802,37.7812,48.7453,41.6831,39.9080,51.6551,42.7943,24.8618,40.0056
1846.0000,51.4547,45.4887,59.7051,53.2488,29.7598,45.0601,49.3218,50.9836,46.6710,37.3888,35.2820,37.6284,57.9480,46.1075,49.3992,48.8804,34.3390,33.5891,35.5511,48.6079,46.6956,32.8460,50.5836,40.0995,42.0579,40.7694,36.2720,42.8180,48.8294,27.7856,38.0345,34.6930,36.3580,36.8664,54.5526,42.9588,50.4733,54.1460,40.3193,41.9940,53.5369,42.6857,54.8011,54.5093,49.0144,31.1835,27.9159,48.4840,48.1645,38.3685,46.6178,40.5329,47.2360,42.6423,39.2937,42.1806,47.1524,32.6901,52.1336,37.9485,53.0783,52.7014,48.2132,42.7726,51.2863,44.6048,46.3779,46.8257,43.4874,54.6378,47.2089,39.9249,54.7823,49.1411,47.7480,50.6379,31.7480,51.9541,48.6919,43.2926,41.6415,42.5671,45.6044,45.4532,34.5813,49.8119,53.2502,65.6419,31.5899,42.3906,30.0105,52.1494,50.1857,54.7585,25.8490,34.5105,44.8476,56.7314,48.2676,39.3849
1847.0000,41.6918,55.5461,47.2016,35.1717,59.9776,46.8410,53.8290,47.8636,47.7102,58.2765,47.3095,31.7755,64.1211,46.4320,53.7079,43.6803,65.0102,44.7752,49.8092,68.9189,50.7591,58.0886,45.3298,42.7529,43.5792,51.0030,33.7760,34.5664,50.9070,57.2630,44.6578,52.3317,65.7055,41.9318,38.7230,61.3681,43.7006,42.7769,59.8637,35.9245,46.6828,45.0444,53.1669,55.4070,47.2678,48.7392,34.2129,47.7886,56.4395,41.6083,48.9902,59.2446,59.5158,48.6113,46.1563,57.6190,40.7314,46.6739,47.8842,44.7319,37.2502,29.9699,36.9878,45.0816,39.2921,38.5490,44.4462,56.7963,50.9276,32.9484,51.4341,45.7460,57.4385,43.4652,58.7835,32.2256,45.0874,40.2770,32.9030,56.1561,34.6305,41.7621,53.0671,47.8905,53.5112,45.0127,57.4269,34.1996,44.0228,39.6908,50.7931,46.4200,38.7954,39.8861,35.6109,47.6587,51.3051,59.9819,38.5139,48.0381
1848.0000,54.8713,39.7073,46.6213,53.1288,36.2981,40.9164,29.3356,57.0301,51.2176,41.2192,55.1850,43.1063,52.3223,44.2988,48.3976,40.0269,39.5624,40.0254,51.7684,53.4029,33.9677,44.2786,34.8899,42.6749,46.4535,65.7854,50.3035,54.5345,47.4521,45.6674,58.6135,52.2104,34.7262,46.2228,44.5813,47.3338,40.8549,38.8154,50.2508,50.7347,29.1229,29.6160,54.1873,49.7334,36.0534,37.9155,39.0480,37.6710,49.6822,51.1650,51.7661,63.7399,46.4669,61.2938,31.8604,45.9658,47.0936,38.8314,41.4334,43.8216,48.1794,63.5665,54.6146,32.6934,37.3856,31.3683,52.1777,48.9605,44.4857,59.1010,45.4687,38.3098,45.4462,54.4589,38.7594,48.0764,52.0216,58.9577,54.2632,61.0255,52.4320,48.8103,41.6771,59.5539,49.2744,52.0572,29.9875,57.2285,49.4723,47.6929,46.6224,39.4602,45.8445,62.1889,52.6258,41.2664,45.3534,54.9008,62.0004,40.4889
