Date,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19
1887,223.9757,299.6488,219.8513,375.7597,299.5504,278.8764,331.4478,300.3131,323.8152,262.0489,353.2559,354.1238,241.6886,214.868,318.4413,234.4525,312.0976,197.3653,264.8303,305.0079
1888,397.2703,415.2483,414.5596,298.4401,211.9027,193.3055,307.8617,396.0858,348.6648,376.356,307.5487,284.944,316.8688,241.3038,170.0236,276.1624,349.1896,292.67,227.9618,381.0378
1889,568.4811,418.5367,429.3424,406.0468,250.003,284.8762,369.7379,202.647,408.4196,337.1806,346.1994,362.6555,293.2552,268.9849,372.8162,467.1765,279.809,401.3086,249.857,313.6757
1890,407.7529,303.7494,398.0671,367.0282,427.6078,395.1856,416.9565,449.4763,364.4656,443.1101,317.0552,400.3411,353.3734,409.5029,527.5255,374.3155,450.6588,406.116,311.6547,382.7392
1891,416.1226,440.4067,320.7512,459.1753,236.5342,400.6993,281.8005,230.1637,300.1868,440.2656,499.8474,315.0125,354.1085,290.6885,354.1661,329.4103,386.852,299.6961,289.7221,397.1205
1892,504.4629,309.6422,254.5178,340.4625,391.9379,406.2977,311.5992,333.5884,405.5437,342.1899,442.574,291.4286,393.3677,462.5741,367.7742,369.5169,311.5968,414.0651,328.4928,291.9103
1893,429.2922,290.0625,310.5467,311.6556,447.1507,406.0015,260.2236,229.3456,372.8294,227.6468,464.4383,368.3521,480.6427,248.2324,413.4475,373.2177,354.648,328.4299,294.1276,356.8215
1894,354.7866,437.7122,298.7543,377.3595,276.3502,345.2981,269.0152,285.9866,322.3705,302.7569,385.0462,365.1664,336.5993,322.2086,434.9927,437.0761,409.965,388.2985,345.7754,358.2944
1895,376.4393,334.6271,404.7623,384.1575,433.8143,500.1244,381.9775,375.7329,271.8169,344.2537,426.2205,275.9568,377.6933,417.4497,326.9729,413.9777,510.0604,462.3594,580.805,440.9155
1896,295.181,552.1426,395.0075,283.3792,331.459,306.7955,284.3574,389.4186,357.8356,385.1231,368.7946,390.7148,380.764,328.3212,467.7508,467.0089,469.85,397.2761,529.7247,461.4363
1897,482.0296,487.3479,390.6186,208.2624,394.816,394.8205,439.2396,433.1153,515.7399,433.7113,460.3803,300.9442,551.1755,447.9515,380.6475,455.9412,546.3419,442.0967,591.9581,568.6511
1898,396.1701,443.2849,490.0159,480.8786,530.3987,484.2179,369.5438,449.8621,554.0862,494.8928,508.6838,429.5025,519.3717,244.8062,516.7742,626.247,606.3858,511.401,703.02,420.7113
1899,340.3371,690.3724,744.6641,346.6487,559.6691,466.4322,425.859,505.643,639.079,597.5704,613.7565,583.6696,417.5452,483.984,573.2928,603.6825,646.3733,377.7726,456.5297,458.558
1900,538.7254,593.6486,633.9331,263.8234,467.2991,488.2737,488.5494,380.7165,477.2002,513.2069,597.8269,549.4322,536.6049,489.4616,595.784,415.5118,568.913,434.8748,511.2574,485.1442
1901,563.7002,448.1028,581.0433,505.947,734.6235,696.0059,566.6956,692.6987,595.2896,521.8998,421.2063,571.2709,337.3262,756.6449,462.5985,670.8572,582.604,532.2883,575.3522,720.9091
1902,532.4745,622.1386,398.1526,552.8351,591.5762,547.7132,500.7807,556.5186,618.0749,546.6113,604.1415,568.5172,549.1249,513.6965,509.4624,538.1964,558.0701,539.467,538.2307,521.0757
1903,426.5912,485.6969,941.1658,576.1232,486.5498,312.4964,554.9218,557.9857,411.583,344.8437,385.3139,681.2687,629.2319,639.2576,918.9186,476.845,877.2662,734.0143,526.6363,546.0123
1904,684.8424,820.9895,691.6862,661.7108,640.5753,704.7379,600.8163,734.4455,764.8882,459.7834,671.5712,833.5491,549.8675,603.4747,696.7515,543.6784,463.4607,778.8264,533.8886,601.234
1905,668.1557,757.443,568.6906,791.7172,591.0309,679.7287,600.0545,738.6596,827.8823,791.0541,695.9483,641.531,663.6685,860.7311,835.5473,838.0124,753.6024,781.5128,1063.1093,592.8788
1906,745.9965,895.5772,811.0996,759.4207,489.3727,723.1795,543.8854,663.5389,752.0073,650.9883,966.7587,769.4169,742.5677,733.9149,979.1727,730.9135,602.9313,771.3957,547.2942,586.2089
1907,898.7355,1161.4931,884.3546,739.8291,806.8014,570.509,856.683,880.1825,914.5154,1162.5846,948.976,699.0235,822.7364,729.5507,895.7816,675.146,709.0942,788.5376,622.4969,801.2446
1908,693.9422,895.7166,737.1172,674.9061,679.4814,679.9349,739.3021,751.193,476.2439,704.4098,800.2958,701.7788,1083.8923,735.2753,622.3012,826.1088,912.2435,749.8748,973.9343,752.6173
1909,972.5218,792.7428,684.6495,926.2007,623.1709,739.2092,664.2704,826.2647,1044.5939,1063.9495,622.8934,823.6526,826.5904,661.2377,834.3974,598.1335,713.8444,684.9865,636.2617,1031.5456
1910,493.3276,943.0536,882.7267,1003.2688,898.6555,861.9736,946.5895,782.787,789.4137,668.8471,768.8945,852.8326,1012.3116,1160.6011,974.2243,814.8001,795.5453,867.3134,831.8952,841.878
1911,538.1143,899.3793,890.5109,1162.8852,946.7057,733.0155,1003.9038,913.8641,871.9879,966.9247,741.8977,669.3571,915.622,826.0299,782.968,1161.3588,729.5182,762.3597,955.699,778.4564
1912,765.7493,969.6057,1043.3755,1166.3825,960.3519,837.5049,756.0376,1020.425,1201.7571,841.9268,745.2688,864.1852,735.6849,1338.8783,840.1722,481.0167,680.4573,976.9306,811.9838,744.7467
1913,675.0476,509.2982,1243.9758,518.6524,1036.4809,1074.3976,869.6718,1162.275,910.1088,1026.5708,649.1303,863.7663,1002.1097,1281.6143,1201.4719,706.2118,745.9549,1099.9197,808.3081,1041.2254
1914,1035.969,778.1801,951.2809,627.8838,754.6923,1026.214,1023.1589,853.5182,975.6197,701.5774,1187.4968,901.6403,1075.421,906.2743,845.1319,903.1372,761.7752,740.3644,799.55,809.7998
1915,654.2693,1018.3892,892.8451,953.8679,964.9618,872.1256,938.3117,795.0825,807.0245,1019.1958,804.9327,827.1736,1167.4037,963.6391,911.5461,1210.162,701.8103,710.9219,765.2122,705.0727
1916,726.5485,1150.5388,830.9782,951.4102,745.9683,1355.7472,803.7508,808.621,595.6586,1427.2915,835.3559,1027.2454,844.2886,727.8626,1163.4853,937.2744,951.2622,736.4537,934.9047,742.0759
1917,839.9294,1236.9157,954.0007,1146.013,710.3927,1118.2575,1086.1798,754.0379,923.2355,1183.8384,928.0601,1012.159,859.1299,727.173,693.342,898.4644,990.7279,931.5117,883.7466,1262.7243
1918,1019.2015,880.9498,872.1064,537.4658,886.1982,1133.2375,680.7153,1041.6466,793.9609,1123.2536,825.7024,1212.0137,732.2754,1096.3535,882.0604,972.3487,595.5532,1024.5309,1049.7019,1076.0238
1919,963.1228,971.5122,976.1324,467.7958,834.3714,677.2567,1136.5293,1040.6389,838.0196,901.7788,957.7795,886.4927,584.1725,850.4576,894.6078,750.5736,895.3073,648.9773,594.1074,1092.9914
1920,1035.2646,1047.2779,1075.2728,1041.5817,1082.4856,1205.9475,1128.9519,819.1889,1162.0952,999.412,1002.094,1051.2287,1032.8849,1080.2296,1151.1633,871.4808,773.8615,852.1856,961.3786,749.6725
1921,639.8976,885.0023,826.8455,800.9985,817.2477,1180.8282,1083.1716,768.8363,886.3743,543.7928,929.6563,638.8005,780.5964,860.411,1079.5983,1037.0122,546.2491,697.4573,644.1021,1029.2485
1922,568.7924,819.8683,1017.9192,861.3856,894.2444,1096.2828,909.8214,710.3476,653.6134,1195.4386,705.1646,1129.8573,789.8811,611.9218,847.6282,878.8516,822.2023,820.262,1211.0995,948.3276
1923,1096.0212,1172.8136,707.0306,1353.8834,853.8688,789.5489,1281.801,847.5062,883.8166,659.2464,755.8579,1081.2414,903.6861,796.7185,653.1544,786.5569,780.2847,1245.911,859.8084,1016.9601
1924,908.4928,790.268,820.219,921.3195,857.4644,939.6613,922.5595,1043.5464,1209.6045,1067.5954,831.809,720.8394,1214.0499,901.0256,868.9624,787.9663,801.4684,1106.314,1003.8432,792.2686
1925,1009.7753,872.1094,1008.6938,922.4843,825.6796,806.9816,1245.9617,761.4053,1096.7673,1294.2055,978.7447,1352.1628,983.0482,1176.1837,848.5175,981.3036,859.0659,977.6417,921.989,1069.1576
1926,1250.3051,1190.3082,1032.0858,1093.2415,817.9426,897.5524,911.3345,1193.7338,1317.598,1321.0444,1190.1668,957.1052,917.4994,1157.4048,1083.0269,1083.2474,1035.9702,1078.6273,1208.323,1042.8613
1927,1241.6718,932.8765,977.4446,785.4076,1220.064,1190.7849,1464.3135,879.9911,1151.7178,698.2785,1206.7171,1173.8606,1116.7751,1147.2688,1203.72,926.6671,984.8861,991.3653,771.6056,1061.5901
1928,1427.9583,675.2422,1055.9272,995.2878,833.9975,1344.0362,1023.8831,1191.9593,1497.1642,1114.3828,1227.336,970.661,1001.0304,867.5843,1238.5603,1036.7668,1148.4641,1294.8391,1335.0461,1145.8087
1929,1116.9832,1204.1362,960.8085,1299.6273,1590.3356,1256.553,950.8925,980.8216,922.4558,1240.1424,1091.1543,1594.4499,1250.0153,1418.3906,1046.153,882.0672,980.91,1046.5935,1041.8346,1208.0154
1930,881.8499,1082.139,1113.6075,1204.4453,862.0351,1175.0866,857.0842,1170.769,1272.0276,465.1653,1003.0938,820.7228,789.5219,1183.1434,1174.6265,1225.5342,1126.2072,935.0243,899.1358,1243.8337
1931,569.8396,931.8695,961.5571,728.4387,997.464,1227.4591,1077.1871,842.7931,1233.1465,1479.3058,1137.6769,947.5176,1010.9495,894.0945,907.145,706.778,638.6612,803.6819,1074.8526,1345.1859
1932,743.8157,938.9649,1049.015,586.1221,882.5763,597.1023,1227.9541,769.2703,852.1293,846.5803,860.3856,528.8331,822.268,1006.0006,799.1093,692.5449,1198.8171,1011.2908,800.4077,919.2896
1933,930.5548,957.8065,1069.5767,927.0504,963.8588,844.7792,887.28,1071.7515,1123.072,812.9805,1205.7203,956.7678,1045.206,892.2546,909.2004,906.7101,981.5085,857.7318,984.6534,966.8138
1934,534.3099,999.3198,1102.8917,1136.1222,795.3164,770.8245,1013.3356,992.3929,735.5802,1013.5677,604.0132,1151.0711,964.5412,1030.3836,909.6792,945.9682,755.7379,1340.4386,830.5067,998.1946
1935,1031.5069,1252.1947,636.4564,884.2236,738.7013,1459.1504,1015.7891,1089.5789,1188.0004,630.2619,1126.9698,1259.5834,746.8422,877.2699,915.2382,1275.6135,1053.7555,1104.7756,1000.4878,1281.2942
1936,1648.9361,805.0277,1185.9256,1098.0224,930.7612,1367.4949,1243.5183,1002.4548,1397.6593,808.447,1422.2991,1041.5731,1181.6213,909.4883,1264.6669,1098.707,1205.5389,811.3406,1059.2224,1344.8163
1937,1316.1661,847.075,1303.9518,1372.9326,1190.1479,861.252,1381.0617,1446.7311,910.8331,1244.4013,746.6407,1581.8619,1127.8965,709.3218,936.8348,965.6081,976.0835,1232.9504,1513.0313,1019.759
1938,929.3726,1499.1755,1544.1161,641.9362,954.5256,1342.7905,1170.387,1261.8513,905.8842,673.7958,804.9599,1289.1326,1265.6008,1201.7131,1664.0975,801.1501,1174.652,735.3646,1164.5237,1167.1218
1939,1429.2927,1529.9905,1464.3853,1347.8214,1038.2441,1156.7614,1164.7529,1183.5396,1281.069,1234.2053,1267.2753,1119.3731,1422.202,1059.7498,1107.7735,897.1328,1354.7891,1162.4939,841.0955,1496.036
1940,1515.0719,1409.9136,1669.8632,981.2577,1393.3455,936.868,1824.6275,1512.9401,1267.6588,1561.805,1159.6812,1471.7477,1883.0321,1517.7293,1088.1822,1307.088,753.1117,1435.4754,1156.5439,1133.3986
1941,1871.0221,1546.2942,1511.484,1456.259,1391.8778,1276.8879,1639.2443,1023.1377,1477.2056,1278.3119,1511.2716,1280.9019,1385.8427,1488.4009,1321.7962,1978.6651,1203.9431,1398.7403,1167.6623,1650.8707
1942,1323.4936,1064.6438,1144.248,1130.6235,1231.4523,1856.5044,1423.6346,1341.5864,1275.9559,1156.8239,1521.5378,914.5356,1190.1305,1317.9699,1584.9254,1425.6919,1409.6988,1336.751,1565.3551,1705.9936
1943,1731.2009,1726.308,669.7252,1311.2762,1338.7471,811.0114,1619.1638,1237.2695,1850.958,1420.4181,1605.5022,1331.7296,1389.3424,1594.1799,1212.5118,1053.9985,1419.8857,1518.233,1128.4037,1432.1414
1944,929.2345,1278.1457,1077.5953,1346.4068,1511.1825,920.876,1164.0044,1953.9659,1568.4851,1226.2991,1197.761,1572.9758,1357.4515,1287.2757,1247.1414,1136.0872,1191.1359,1326.2063,1241.3361,1508.3699
1945,1744.5791,1184.1591,1023.9618,920.9105,844.1341,1328.5212,1217.2962,931.5064,1406.4586,1083.4168,973.9895,946.8074,1232.3649,1121.8767,1345.1479,1281.2766,1323.981,1334.8841,1441.4161,1372.1827
1946,978.588,1037.5751,1685.5241,1408.7555,1196.3242,995.1734,1622.5756,1616.4085,1497.9463,970.7833,1348.0734,1385.4517,1022.4521,1538.5411,1259.1019,1115.4543,1231.6502,1233.9011,1039.5977,1145.5985
1947,1259.6108,1289.436,1869.4996,1336.6247,1685.1077,1218.8412,1242.3068,1920.4124,1440.9337,1369.3158,188.4858,1478.7896,1665.7697,1643.6186,1356.1188,1794.4023,1920.6374,1506.7895,1206.2317,1134.9137
1948,1480.8068,1380.8714,1411.0896,1320.8896,1024.5681,1573.4422,1204.6845,1538.5971,1641.5537,678.5674,1401.4432,1082.3616,1208.0451,1324.7452,1164.4671,999.7267,1866.2699,1397.0506,1936.8418,961.9119
1949,1416.5951,1730.3488,1487.9083,1827.678,1228.8477,1523.437,1599.7584,1734.4638,1350.6444,1357.4642,871.6702,1600.7983,1756.9687,1901.9466,947.7315,1512.1255,1422.7374,1633.9384,1605.3892,1395.6028
1950,1606.5939,923.0417,1172.6082,1668.2934,1952.6391,1901.2897,2096.482,1443.7606,1257.6692,1793.7521,1052.4096,1696.978,1570.4169,1483.9459,1902.6346,1566.9119,1730.3278,1678.4611,1472.3263,1608.9309
1951,1718.8877,2301.0371,1658.5743,2139.3481,1332.8262,2192.2819,1993.3049,1708.8903,1379.3829,916.3599,1405.7701,1214.4545,1467.8505,1190.7261,1780.7693,1448.3058,1772.7106,1167.8213,2085.6843,1937.1537
1952,1941.7455,1745.105,2074.7269,1894.0891,1218.7314,1863.2814,2751.3311,1549.4572,1690.2581,1520.676,1967.6902,2336.7339,2523.4128,1841.1489,1746.2988,1697.8424,1554.4897,2088.4331,1672.4382,1745.094
1953,2116.8334,1989.6393,1560.9144,2396.286,1721.1426,2095.9568,2053.4673,1798.4295,2213.317,1433.1268,2249.0533,1992.5385,1698.2374,2035.5782,1823.7448,1829.3064,1620.5563,1301.0501,2280.5577,1975.62
1954,2187.4596,2039.0805,1615.1124,1531.7186,1512.786,1931.2698,2055.4153,2259.2073,1257.2072,1781.3415,1537.1209,2232.5082,1726.8145,1921.6717,1910.9325,1614.2021,1829.1675,1378.5092,1687.1231,1744.1956
1955,1407.7258,1068.1195,1947.7808,2838.6877,2832.2556,1735.5307,1487.4021,1753.6014,1817.5726,2175.6126,2469.1871,2081.0239,2273.008,1783.8186,1793.0691,2290.8239,2379.5347,2095.7018,2043.7439,2009.6704
1956,2539.75,2199.7623,898.8744,2334.455,1366.3799,3192.3853,1766.6906,1763.445,1976.338,1562.8538,1513.7271,2670.3796,2316.214,1627.8549,2067.7417,1908.0213,1305.993,2760.0596,2872.3428,2167.0032
1957,2891.5022,3200.4252,2957.882,2373.8701,2442.0665,2353.5891,2918.9008,2327.9302,2368.5074,3035.6747,2161.6811,2162.4674,2545.5892,1892.3214,2155.5091,1955.7601,1679.0755,1942.6629,1529.5465,2910.6205
1958,2702.7594,1580.0534,2512.5416,1798.8321,2500.5815,1586.3247,2074.1163,1820.7998,2226.0127,2301.3494,3375.8607,2347.8511,2099.9773,2114.025,2141.5776,2007.7526,2089.1802,1796.3949,2539.4911,1618.75
1959,2780.0823,2620.6084,2713.1524,2263.1307,2577.9638,2872.012,2769.3154,2249.4687,2748.891,1975.472,2246.1078,2810.9912,2393.0334,1964.3972,3155.163,2637.358,2751.7253,1570.3436,1880.2496,2016.1886
1960,2498.0988,1948.3126,1796.8474,2684.062,2605.3065,3037.3324,2139.9427,2121.8295,2599.6878,3296.2248,3216.1092,1865.0269,2498.4425,3096.5692,2913.3435,2033.8374,3392.8793,2225.3382,2441.1026,2637.0074
1961,3277.2529,2760.0127,2221.4065,2901.1124,2321.4636,3547.0744,2261.4407,3219.7628,1438.7108,3082.1167,2286.3806,3100.3044,2460.0894,2562.655,2789.6933,1955.954,2617.8976,2288.8266,2467.1831,2576.6137
1962,1570.0949,1537.1029,3249.4209,3060.1439,601.4884,2567.216,2465.4225,2877.7293,3152.967,4169.8919,2835.4361,3069.5442,2932.5993,3223.564,1848.8103,2884.0334,2342.9833,3193.4619,2557.859,2256.3965
1963,3594.8712,2485.7067,2851.3359,3894.092,3272.8683,2675.2826,2821.7387,2995.3393,2749.8761,2730.1098,2652.6269,2383.6288,2033.7284,2824.8507,3757.5831,2629.4771,3205.8799,2619.5529,2250.4705,2782.1819
1964,3604.046,3458.6092,2585.0163,3152.2826,1580.5117,3440.5924,3183.1295,3781.6323,3761.5884,3347.157,3698.1829,1776.4513,2950.642,2626.7472,3388.0483,3401.8038,2857.7982,2504.6456,3671.8599,2797.0838
1965,2248.1687,2132.4561,3721.2707,2777.1416,2571.5855,3021.0158,2402.6645,3251.5499,2457.0411,2167.3251,3709.5877,4507.1554,2679.3968,3331.1276,3444.7826,4078.1807,2163.6464,3642.9267,3299.3286,3436.2902
1966,3390.0971,3064.8574,4368.5701,3442.0943,2761.0427,1971.4596,3011.9356,2593.1978,2582.2814,4264.177,3222.7944,3491.6929,2891.4591,2806.6991,3182.9234,3225.433,3671.3903,4635.6248,3018.7336,2988.7557
1967,2489.3608,3792.8869,3778.8371,3458.9669,3959.1717,3502.9723,3498.1187,3281.7325,3621.2748,2881.9978,2653.6065,3954.3438,3381.4764,5084.687,4647.8252,3400.4907,2910.1147,3426.2216,3361.7168,3339.1872
1968,3463.3687,3702.0843,2917.9685,2567.5253,4152.5262,3363.1829,3674.4948,3869.5022,3518.3228,2064.3154,3387.9058,4144.0873,3966.086,3131.6741,3917.599,2670.29,4377.842,2197.8664,2627.3422,3118.6886
1969,4463.6339,3287.9111,3580.0155,3163.6645,4314.5675,3408.6976,3287.7057,4411.6854,3740.537,3920.3362,2914.7478,4159.0682,4782.4898,3411.7154,2906.6495,4332.8836,3842.6726,3284.5465,3944.2267,4322.5042
1970,3183.2507,4576.5426,3104.3124,4300.8231,4166.4368,5081.7781,4866.8867,4424.3205,4909.8661,3995.3974,4455.6643,4120.3791,4242.8081,4953.1739,2679.1579,3796.9996,3832.7616,3582.3408,4081.1396,5499.8268
1971,4371.8036,3876.3852,5348.1991,3056.322,4164.4496,4288.0063,4200.9567,3390.9258,3263.7276,4556.89,4495.5309,4597.7745,3502.7949,3383.4861,5329.1503,3430.9149,2227.3439,3743.4279,2089.6226,4065.0993
1972,5266.8335,3742.6869,2928.8347,3391.6301,5581.979,4404.8358,3017.7635,4212.6225,3244.6597,4290.8541,3402.7857,4346.74,4598.5779,4294.6313,4190.7229,4214.8209,4524.6269,6746.7088,4529.9683,2735.1154
1973,3802.9042,4422.7444,5105.5318,5756.5293,4493.5129,4806.3041,4334.3795,6169.9297,5483.2742,5617.0775,5700.411,4082.4239,4208.9158,3849.7394,4948.4883,6235.9924,4955.4089,4810.234,6612.1401,4353.2927
1974,6938.3783,5993.4692,3532.5514,3817.7529,4515.8222,5394.0366,5464.4757,5001.9673,4940.0799,3468.7658,5495.8895,4453.9781,3732.9506,3406.066,4360.9033,5072.8505,4025.1498,5949.729,5100.9634,4625.6757
1975,5401.2611,4694.8014,4769.3379,4948.1672,4698.2586,5488.0022,5382.2353,4496.8899,4612.079,4459.2373,7036.5115,5339.6091,5390.545,4053.1134,5630.7306,4157.1305,2899.9566,3060.1106,4203.2113,3652.945
1976,6273.1674,5086.3977,5336.8745,4651.2933,5677.0626,3933.6049,4300.8711,5714.3647,4892.989,4319.7285,4113.7879,4734.3513,4295.3238,5465.7495,5045.8165,5201.2538,3674.1087,3808.7083,5271.1927,5540.0753
1977,4997.3864,4694.3744,5059.3748,4485.0879,6466.4203,5934.2641,5206.2825,4685.0611,6780.4535,4705.131,7007.3763,5896.5125,4754.5858,4336.8357,4487.3096,3602.4179,3717.5667,6385.3127,5269.7828,3865.8887
1978,5544.0186,6381.6285,4114.4345,3681.8523,2852.1191,5535.9152,5174.5178,4465.5775,4077.8716,4409.444,5976.7986,5157.9125,5779.5127,8206.657,5733.0877,4795.496,4902.8221,5287.6603,4682.1497,6092.7777
1979,5358.6604,4595.888,7694.7021,5931.0109,5426.1118,4734.2961,7482.1701,4822.7906,5624.1857,3656.0451,6333.7034,3209.2405,5979.4203,5139.8117,5059.863,5163.4219,4977.3605,5292.3968,5557.5227,5848.4916
1980,6206.0158,3905.7584,6562.539,5043.7142,4101.8659,6480.3812,3866.4192,2817.7307,5971.0179,5412.5351,4864.431,3612.5266,6385.8616,5220.6813,6038.158,5735.2189,5659.336,4107.6641,6432.6013,4988.7215
1981,6866.7319,4669.5159,5854.7676,5594.5736,4287.8194,5890.9704,5425.2563,6119.7767,4852.0483,4927.9196,5389.3288,5711.9618,5559.1983,5251.9665,5156.8987,5097.6739,4367.5011,6105.6773,3840.9651,4697.9626
1982,7517.924,4737.7171,4190.1542,3378.4461,4315.7011,5627.4428,5312.9716,6064.5648,5708.5922,5537.2681,2813.1283,3594.5734,5465.2797,5776.2855,4905.125,6164.2303,5142.0072,4492.3807,5899.9707,5900.4729
1983,6100.1198,4846.0398,3681.2853,4103.3477,5209.3207,4756.0216,6492.9847,5678.5484,4448.1987,1821.2587,4524.2168,4720.9204,4818.2786,3968.951,5716.3689,6528.61,5349.9053,5117.8474,5681.4772,6086.3914
1984,3604.7288,6796.8003,5500.3557,3434.3078,2821.7361,4672.7066,5553.2662,4179.6007,5197.7467,4546.071,5974.0209,5757.6293,4925.9803,3421.4818,5160.5809,6209.9423,7605.5726,4862.3903,5222.2469,4427.0745
1985,5919.2372,3825.8732,5843.9676,4246.3305,6059.8851,5045.4481,5196.7367,4345.8315,6856.0561,6970.5554,5438.0949,5464.2273,5800.5198,3723.7058,4853.8822,5597.8982,6208.4309,7980.471,5106.009,5874.2795
1986,4207.9088,7396.2127,4812.0948,6765.8967,5005.3272,5240.693,3978.4981,5763.9911,5073.5809,7146.7817,3788.083,5653.6416,4792.6249,4997.7863,5809.7382,4314.41,4658.433,6269.0314,7216.217,5932.2833
1987,5499.0769,5632.3485,7036.5898,4773.487,6356.6796,7502.0322,4312.779,4758.33,5581.9302,6909.3703,4060.4604,3877.8006,5338.4281,3916.1586,6188.4058,6011.397,4808.8943,4917.3198,5055.7709,5444.9346
1988,6535.3331,5305.8579,7077.3283,5822.8198,6055.598,4961.6488,7177.3684,4213.3246,7396.5704,7194.9007,5084.5707,6701.959,6570.5768,5583.3711,6178.2729,5091.3525,3342.8539,5891.5548,6415.8827,6617.7772
1989,4712.5466,5997.047,9368.4063,7187.116,5905.7287,5345.444,5039.6192,4228.6277,6801.5019,7873.936,4875.6161,7553.5362,6411.5767,3372.0701,7005.8112,6117.3374,3687.566,4225.8113,7425.9134,5816.2046
1990,5443.9239,7672.4949,3320.9669,6594.6546,4889.1642,8122.4001,6459.6835,4560.1978,5134.1956,5029.4997,8156.7842,5726.5753,7749.3477,3172.7485,6682.726,4082.3122,7452.4043,6687.698,5757.8959,5432.3262
1991,5965.2679,5780.0652,4672.3655,3653.1881,4986.3334,6453.6017,7170.7687,7886.8555,5855.6488,5416.4253,7282.6463,5667.6336,5626.7645,6003.0382,5455.1349,5378.2811,7959.7477,5204.6517,6211.5443,5671.3923
1992,5189.2713,6988.4455,4418.149,4819.4435,6195.1932,6145.5943,7711.5927,6594.8544,6900.0327,5175.0089,6416.5348,5113.8407,5652.0268,6093.4078,7024.8875,7536.0484,7598.2081,5365.4742,3676.2689,6186.2706
1993,5874.5998,6068.3676,7404.7473,4341.2941,5682.1602,7489.9882,6681.5267,6988.5679,7769.6189,5952.7326,5843.1979,8239.0914,6273.7825,6875.2556,5088.7197,5990.0404,6934.5805,6587.1189,4337.7042,7190.6917
1994,5631.1512,7377.686,5261.0463,7041.6891,6547.1642,4587.0181,5809.2122,6607.3629,6861.5757,5653.6922,5527.4831,6761.5226,6348.37,5804.3027,5800.1847,8171.3897,4437.5298,7817.5509,6350.2205,4950.6535
1995,6498.9846,5720.0315,6169.0121,8919.5498,5866.694,7672.6135,5890.0881,5227.6735,6072.8537,7746.9455,4737.1213,7176.3457,6806.4284,5969.8729,4399.792,6706.6971,10165.9554,4928.0795,5698.6739,7410.1587
1996,6656.9027,6808.7629,6668.1344,6831.6806,7097.8591,6397.4008,3405.5914,6297.1341,4619.571,5763.9054,5829.9779,8502.8154,7777.423,6760.6633,5736.912,5001.4693,8799.4571,6209.9303,4950.6353,7663.2367
1997,6244.7788,5731.3202,6067.1924,7068.6197,8154.2248,9491.31,8740.2531,8362.8461,5014.905,6765.6732,9518.0426,7709.2568,6331.0811,5079.1101,7207.3233,4195.8611,7010.8886,7559.8856,7950.0558,7377.8309
1998,5705.7624,7782.0835,5898.0015,6113.3374,6862.3102,9206.4108,7450.4525,6473.9739,4695.768,5912.6151,7405.4023,5675.9721,7716.4953,5428.4483,7546.6171,5156.224,5905.0073,6873.57,6855.991,7277.2171
1999,7648.1078,5744.1956,7737.1735,6492.1813,6683.6188,5033.4893,6338.9487,5502.3011,4052.6555,4681.0282,3085.7165,5846.9185,6380.3661,7038.6894,6173.501,6101.3107,6157.9242,7705.3089,5351.2501,6174.0354
2000,6308.4472,5429.0402,6086.3337,7132.5224,7514.2956,6473.0854,6588.3865,8688.6486,6147.778,5095.7665,7762.2758,6422.7047,7431.3401,7903.7398,7256.9954,6151.3704,6692.8836,9042.0858,4526.2126,7436.6013
2001,4664.7672,6411.0007,4676.3691,8037.6954,5652.3705,8516.7452,6131.3363,5008.2396,4958.6643,7606.2705,8081.5484,5321.5739,6179.8835,5065.9477,8430.0706,7721.5189,5594.1911,5630.4967,5219.8892,9314.0947
2002,7774.5822,8210.5894,7143.3391,7159.4886,7179.5695,6702.7382,8787.2555,7391.5633,6694.9342,6377.1159,4782.4254,6133.3996,6789.8988,3966.1318,6409.5825,4534.918,5337.358,8620.9004,8793.1473,6515.1548
2003,6202.9601,7607.7567,9508.7541,4285.5005,7602.7529,8831.8145,9637.5468,4413.7382,6745.217,7256.0489,7609.9463,8163.9843,6698.7561,6998.5454,5147.4063,6813.9684,4464.0342,9743.149,7940.3063,7332.6357
2004,9162.6653,7676.352,11503.6862,7942.8066,10575.4945,5972.0311,7118.4914,7292.3086,5926.279,9366.8005,9172.4022,6220.5323,6150.6511,6048.4679,9278.1563,6628.7673,8072.4704,9109.0294,4818.6767,6932.4094
2005,7398.1356,5230.9753,7613.88,9005.2857,8897.1878,7306.2161,9621.8774,5340.5726,8568.042,4860.9964,4970.2619,7264.8936,6542.179,6884.3302,5974.9571,8405.5885,9452.293,6865.8488,8594.79,7380.7512
2006,5898.2891,10321.7124,9469.362,9901.7315,5447.2432,6136.1629,10196.5702,8750.6894,8578.5744,8387.4029,9629.7558,11353.1481,8050.8414,7961.6656,8879.4312,6228.1354,6960.8863,12618.1228,8446.601,8523.6674
2007,11784.1261,8413.9373,11107.6918,7631.3037,7476.3786,10149.4756,6348.4139,13234.8119,7190.3065,10505.6101,8041.664,5501.8396,8269.0825,8433.8013,9114.6103,8516.8426,7983.3071,8509.3906,8834.2362,8358.7806
